,name,actual_deathdate,temperature,gpt_deathdate,date_difference,abs_date_difference,is_accurate,year_month,year_month_formatted
2313,Adreian Payne,2022-05-09,0.25,2022-05-09,0.0,0.0,True,2022-05,May 2022
2314,Adreian Payne,2022-05-09,0.25,2022-05-09,0.0,0.0,True,2022-05,May 2022
2315,Adreian Payne,2022-05-09,0.25,2022-05-09,0.0,0.0,True,2022-05,May 2022
2316,Adreian Payne,2022-05-09,0.25,2022-05-09,0.0,0.0,True,2022-05,May 2022
2317,Adreian Payne,2022-05-09,0.25,2022-05-09,0.0,0.0,True,2022-05,May 2022
2318,Adreian Payne,2022-05-09,0.25,2022-05-09,0.0,0.0,True,2022-05,May 2022
2319,Adreian Payne,2022-05-09,0.25,2022-05-09,0.0,0.0,True,2022-05,May 2022
2320,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2321,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2322,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2323,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2324,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2325,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2326,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2327,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2328,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2329,Adreian Payne,2022-05-09,0.5,2022-05-09,0.0,0.0,True,2022-05,May 2022
2330,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2331,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2332,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2333,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2334,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2335,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2336,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2337,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2338,Adreian Payne,2022-05-09,0.75,,,,False,2022-05,May 2022
2339,Adreian Payne,2022-05-09,0.75,2022-05-09,0.0,0.0,True,2022-05,May 2022
2340,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2341,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2342,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2343,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2344,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2345,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2346,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2347,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2348,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2349,Adreian Payne,2022-05-09,1.0,2022-05-09,0.0,0.0,True,2022-05,May 2022
2350,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2351,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2352,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2353,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2354,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2355,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2356,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2357,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2358,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2359,Bob Lanier,2022-05-10,0.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2360,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2361,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2362,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2363,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2364,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2365,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2366,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2367,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2368,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2369,Bob Lanier,2022-05-10,0.25,2022-05-10,0.0,0.0,True,2022-05,May 2022
2370,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2371,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2372,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2373,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2374,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2375,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2376,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2377,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2378,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2379,Bob Lanier,2022-05-10,0.5,2022-05-10,0.0,0.0,True,2022-05,May 2022
2380,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2381,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2382,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2383,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2384,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2385,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2386,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2387,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2388,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2389,Bob Lanier,2022-05-10,0.75,2022-05-10,0.0,0.0,True,2022-05,May 2022
2390,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2391,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2392,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2393,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2394,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2395,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2396,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2397,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2398,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2399,Bob Lanier,2022-05-10,1.0,2022-05-10,0.0,0.0,True,2022-05,May 2022
2400,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2401,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2402,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2403,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2404,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2405,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2406,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2407,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2408,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2409,Ray Liotta,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2410,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2411,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2412,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2413,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2414,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2415,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2416,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2417,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2418,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2419,Ray Liotta,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2420,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2421,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2422,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2423,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2424,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2425,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2426,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2427,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2428,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2429,Ray Liotta,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2430,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2431,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2432,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2433,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2434,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2435,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2436,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2437,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2438,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2439,Ray Liotta,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2440,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2441,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2442,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2443,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2444,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2445,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2446,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2447,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2448,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2449,Ray Liotta,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2450,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2451,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2452,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2453,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2454,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2455,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2456,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2457,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2458,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2459,Andy Fletcher,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2460,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2461,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2462,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2463,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2464,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2465,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2466,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2467,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2468,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2469,Andy Fletcher,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2470,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2471,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2472,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2473,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2474,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2475,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2476,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2477,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2478,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2479,Andy Fletcher,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2480,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2481,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2482,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2483,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2484,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2485,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2486,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2487,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2488,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2489,Andy Fletcher,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2490,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2491,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2492,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2493,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2494,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2495,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2496,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2497,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2498,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2499,Andy Fletcher,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2500,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2501,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2502,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2503,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2504,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2505,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2506,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2507,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2508,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2509,Alan White,2022-05-26,0.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2510,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2511,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2512,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2513,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2514,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2515,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2516,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2517,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2518,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2519,Alan White,2022-05-26,0.25,2022-05-26,0.0,0.0,True,2022-05,May 2022
2520,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2521,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2522,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2523,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2524,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2525,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2526,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2527,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2528,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2529,Alan White,2022-05-26,0.5,2022-05-26,0.0,0.0,True,2022-05,May 2022
2530,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2531,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2532,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2533,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2534,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2535,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2536,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2537,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2538,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2539,Alan White,2022-05-26,0.75,2022-05-26,0.0,0.0,True,2022-05,May 2022
2540,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2541,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2542,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2543,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2544,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2545,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2546,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2547,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2548,Alan White,2022-05-26,1.0,2022-05-26,0.0,0.0,True,2022-05,May 2022
2549,Alan White,2022-05-26,1.0,,,,False,2022-05,May 2022
2550,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2551,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2552,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2553,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2554,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2555,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2556,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2557,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2558,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2559,Bo Hopkins,2022-05-28,0.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2560,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2561,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2562,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2563,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2564,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2565,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2566,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2567,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2568,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2569,Bo Hopkins,2022-05-28,0.25,2022-05-28,0.0,0.0,True,2022-05,May 2022
2570,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2571,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2572,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2573,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2574,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2575,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2576,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2577,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2578,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2579,Bo Hopkins,2022-05-28,0.5,2022-05-28,0.0,0.0,True,2022-05,May 2022
2580,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2581,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2582,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2583,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2584,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2585,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2586,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2587,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2588,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2589,Bo Hopkins,2022-05-28,0.75,2022-05-28,0.0,0.0,True,2022-05,May 2022
2590,Bo Hopkins,2022-05-28,1.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2591,Bo Hopkins,2022-05-28,1.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2592,Bo Hopkins,2022-05-28,1.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2593,Bo Hopkins,2022-05-28,1.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2594,Bo Hopkins,2022-05-28,1.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2595,Bo Hopkins,2022-05-28,1.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2596,Bo Hopkins,2022-05-28,1.0,,,,False,2022-05,May 2022
2597,Bo Hopkins,2022-05-28,1.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
2598,Bo Hopkins,2022-05-28,1.0,2022-05-28,0.0,0.0,True,2022-05,May 2022
